Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status,Collection
SK0000256-UK,,,,,,,,,,,,,,,,,,,,169.99,5459.75,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/ASI6200MMP_5.jpg?v=1632385128,2,,,,,,,,,,,,,,,,,,,,,,
SK0000256-UK,,,,,,,,,,,,,,,,,,,,169.99,5459.75,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/ASI6200MMP_7.jpg?v=1632385129,3,,,,,,,,,,,,,,,,,,,,,,
SK0000256-UK,,,,,,,,,,,,,,,,,,,,169.99,5459.75,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/ASI6200MMP_9.jpg?v=1632385130,4,,,,,,,,,,,,,,,,,,,,,,
SK0000256-UK,,,,,,,,,,,,,,,,,,,,169.99,5459.75,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/ASI6200MMP_2.jpg?v=1632385130,5,,,,,,,,,,,,,,,,,,,,,,
SK0000256-UK,,,,,,,,,,,,,,,,,,,,169.99,5459.75,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/ASI6200MMP_8.jpg?v=1632385129,6,,,,,,,,,,,,,,,,,,,,,,
SK0000256-UK,,,,,,,,,,,,,,,,,,,,169.99,5459.75,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/ASI6200MMP_1.jpg?v=1632385131,7,,,,,,,,,,,,,,,,,,,,,,
SK0000256-UK,,,,,,,,,,,,,,,,,,,,169.99,5459.75,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/ASI6200MMP_3.jpg?v=1632385129,8,,,,,,,,,,,,,,,,,,,,,,
SK0000256-UK,,,,,,,,,,,,,,,,,,,,169.99,5459.75,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/ASI6200MMP_4.jpg?v=1632385129,9,,,,,,,,,,,,,,,,,,,,,,
SK0000256-UK,,,,,,,,,,,,,,,,,,,,169.99,5459.75,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/ASI6200MMP_6.jpg?v=1632385128,10,,,,,,,,,,,,,,,,,,,,,,
SK0000257-UK,ZWO ASI 120MM Mini,"<p><strong>ZWO ASI120 mini - the compact and powerful SW astro camera and autoguiding camera. This small new planetary camera and guiding camera has improved electronics and the sophisticated software to produce the highest sharpness on the moon and planets.</strong></p>
<p>You can also look forward to point-shaped stars during guiding, because the ASI120MM mini is a very capable and fast autoguider.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">The ASI120MM mini as a camera for the moon and planets:<br data-mce-fragment=""1"">The high resolution of 1280 x 960 pixels and the fine 3.75 μm pixels create sharp clear images of objects in the solar system due to the high light sensitivity of the sensor. This allows you to gather lots of data with extremely short exposure times.<br data-mce-fragment=""1""><br data-mce-fragment=""1""><em>Video astronomy with the ASI120MM:</em><br data-mce-fragment=""1"">With 35 frames per second at full resolution, you can produce a beautiful flight videos over the lunar surface, or produce ultra-sharp planetary images.<br data-mce-fragment=""1""><br data-mce-fragment=""1""><em>The ASI120MM mini as an effective autoguider:</em><br data-mce-fragment=""1"">With this camera, autoguiding is extremely easy. Weighing only 60 grams, the camera does not load the focuser with extra weight. Even with small guide telescopes or with off-axis guiders, the camera will always find a suitable guide star. This makes pin point stars the standard, even with a longer exposure times. <br data-mce-fragment=""1""><br data-mce-fragment=""1"">Due to the high resolution, you can track telescopes up to 10"" aperture with a 50 mm viewfinder / Mini Guidescope.<br data-mce-fragment=""1"">The ST4 level autoguider interface allows you to easily connect the camera to your mount by using the autoguider interface. The ST4 cable is included with the camera.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">The ASI120MM mini is suitable for a number of guiding software packages including - PHD Guiding, Guidedog, Metaguide, Guidemaster (Freeware) or AstroArt, MaxIm DL.<br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong>Camera Spec:</strong><br data-mce-fragment=""1""></p>
<ul>
<li>Sensor: 1/3″ CMOS AR0130CS(Mono)</li>
<li>Resolution: 1.2Mega Pixels 1280 × 960</li>
<li>Pixel Size: 3.75µm</li>
<li>Exposure Range: 64µs-2000s</li>
<li>ROI: Supported</li>
<li>Non-volatile memory/On camera storage: Build-in total 192K byte user-accessible space(image size up to 480X320)</li>
<li>Interface: USB3.0/USB2.0</li>
<li>ST4 Guider Port: Yes</li>
<li>Focus Distance to Sensor: 8.5mm</li>
<li>Shutter Type: Rolling Shutter</li>
<li>Protect window: AR coated window</li>
<li>Operating System Compatibility: Mac, Windows, Linux</li>
<li>Interface: USB2.0</li>
<li>Bit rate: 12bit output</li>
<li>Adaptor:1.25″ / M28.5X0.6</li>
<li>Dimension: φ36mm X 61mm</li>
<li>Weight: 60g or 3.1 ounces (without lens)</li>
<li>Working Temperature: -5°C - 45°C</li>
<li>Storage Temperature: -20°C - 60°C</li>
<li>Working Relative Humidity: 20% - 80%</li>
<li>Storage Relative Humidity: 20% - 95%</li>
</ul>
<br data-mce-fragment=""1""><em>Supported resolution: (Binning 1×1:)</em><br data-mce-fragment=""1"">
<ul>
<li>1280 X 960 @ 35FPS</li>
<li>1280 X 720 @ 46FPS</li>
<li>1024 X 768 @ 54FPS</li>
<li>800 X 600 @ 90FPS</li>
<li>640 X 480 @ 118FPS</li>
<li>320 X 240 @ 224FPS</li>
</ul>
<br data-mce-fragment=""1""><em>Binning 2×2:</em><br data-mce-fragment=""1"">
<ul>
<li>640 X 480 @ 35FP</li>
</ul>
<p>Download the ASI 120MM Mini Manual <a href=""https://cdn.shopify.com/s/files/1/0596/1924/6275/files/ASI120MM_Mini_Manual.pdf?v=1632402952"" target=""_blank"" rel=""noopener noreferrer"">here</a></p>
<p>Download the latest Camera Driver from ZWO <a href=""https://astronomy-imaging-camera.com/software-drivers"" target=""_blank"">here</a></p>
<p> </p>",,, Astrophotography Cameras ,,TRUE,,,,,,,,,,,,,114.97,229.94,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/ASI120Mini_4.jpg?v=1632402553,1,,,,,,,,,,,,,,,,,,,,,, Astrophotography Cameras 
SK0000257-UK,,,,,,,,,,,,,,,,,,,,114.97,229.94,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/ASI120Mini_3.jpg?v=1632402552,2,,,,,,,,,,,,,,,,,,,,,,
SK0000257-UK,,,,,,,,,,,,,,,,,,,,114.97,229.94,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/ASI120Mini_5.jpg?v=1632402553,3,,,,,,,,,,,,,,,,,,,,,,
SK0000257-UK,,,,,,,,,,,,,,,,,,,,114.97,229.94,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/ASI120Mini_6.jpg?v=1632402552,4,,,,,,,,,,,,,,,,,,,,,,
SK0000257-UK,,,,,,,,,,,,,,,,,,,,114.97,229.94,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/ASI120Mini_1.jpg?v=1632402552,5,,,,,,,,,,,,,,,,,,,,,,
SK0000257-UK,,,,,,,,,,,,,,,,,,,,114.97,229.94,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/ASI120Mini_7.jpg?v=1632402552,6,,,,,,,,,,,,,,,,,,,,,,
SK0000257-UK,,,,,,,,,,,,,,,,,,,,114.97,229.94,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/ASI120Mini_2.jpg?v=1632402552,7,,,,,,,,,,,,,,,,,,,,,,
SK0000258-UK,Bresser HD Moon & Planetary Camera - Colour,"<p><strong>Bresser HD Moon and Planetary camera with ST4 autoguider function.</strong><br data-mce-fragment=""1"">This camera is an ideal entry point into the world of astrophotography. The camera is perfect for getting detailed photos of a wide number of celestial objects including the Moon, the Planets or even Star Clusters.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Equipped with the new highly sensitive SONY IMX225 CMOS color sensor, the Bresser HD Moon &amp; Planetary camera delivers amazingly good image results thanks to<br data-mce-fragment=""1"">very short exposure times, even with simple telescope equipment. In addition to this, it can also be used as an auto-guider camera when connected to an ST4 port.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">The particularly low noise level of this new chip from Sony, ensures exceptionally high quality and no additional cooling is required. Due to the high native pixel resolution of 1280 x 980, you can image very beautiful photos of the moon, but also detailed planetary photos with larger suitable telescopes.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">The included ToupSky professional software not only offers the necessary basic functions for imaging and video recording, but also many helpful special functions for image post-processing and setting up for use as an auto-guider. Functions such as live image display, exposure settings, white balance, dark image print, stacking, timelapse shots and much more can be configured individually. <br data-mce-fragment=""1""><br data-mce-fragment=""1"">This camera has 1.25'' receptacle, 1.25'' filter thread (M28.5 x 0.6) and C-mount thread (1""x1/32"").<br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong>Features:</strong><br data-mce-fragment=""1""></p>
<ul>
<li>Camera Type: BRESSER GP CMOS01200KPF color</li>
<li>Image sensor: SONY IMX225 CMOS color sensor</li>
<li>Picture and video format output: HD 1280 x 960 pixels (at video 30-54.4 FPS)</li>
<li>Physical sensor size in pixels: 1280 x 960</li>
<li>Adjustable exposure times: 105ms to 16min</li>
<li>Binning: YES, 1x1 and 2x2</li>
<li>Megapixels: 1.2 MP</li>
<li>Sensor size: 4.8 x 3.6 mm</li>
<li>Pixel size: 3.75μm x 3.75μm</li>
<li>Bit depth: 8/12 bits unactivatable</li>
<li>ST-4 compatible autoguider: Yes</li>
<li>CNC manufactured housing made of aluminum</li>
<li>Fuse loop on the camera body</li>
<li>Camera Connection Diameter: 1.25"" ( 31.7mm)</li>
<li>Camera connection thread: C-mount + 1.25"" filter thread</li>
<li>Camera connection to PC: USB 2.0</li>
<li>C-mount extension sleeve with 1.25"" filter thread included</li>
<li>No IR filter in front of the sensor</li>
<li>Operating System: Windows 10 &amp; 11</li>
<li>ASCOM and WDM drivers included</li>
</ul>
<p><em>Whats included:</em><br data-mce-fragment=""1""></p>
<ol>
<li>HD Astrocamera Camera</li>
<li>C-mount adapter with 1.25'' filter thread</li>
<li>USB 2.0 connection cable 180cm</li>
<li>Control cable for ST-4 auto-guider function 150cm</li>
<li>Dust cap for camera opening</li>
<li>Software CD</li>
</ol>",,, Astrophotography Cameras ,,TRUE,,,,,,,,,,,,,65.34,130.68,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/BresserHDPlanetaryCamera_7.jpg?v=1663522013,1,,,,,,,,,,,,,,,,,,,,,, Astrophotography Cameras 
SK0000258-UK,,,,,,,,,,,,,,,,,,,,65.34,130.68,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/BresserHDPlanetaryCamera_2.jpg?v=1663522013,2,,,,,,,,,,,,,,,,,,,,,,
SK0000258-UK,,,,,,,,,,,,,,,,,,,,65.34,130.68,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/BresserHDPlanetaryCamera_5.jpg?v=1663522013,3,,,,,,,,,,,,,,,,,,,,,,
SK0000258-UK,,,,,,,,,,,,,,,,,,,,65.34,130.68,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/BresserHDPlanetaryCamera_6.jpg?v=1663522013,4,,,,,,,,,,,,,,,,,,,,,,
SK0000258-UK,,,,,,,,,,,,,,,,,,,,65.34,130.68,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/BresserHDPlanetaryCamera_3.jpg?v=1663522013,5,,,,,,,,,,,,,,,,,,,,,,
SK0000258-UK,,,,,,,,,,,,,,,,,,,,65.34,130.68,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/BresserHDPlanetaryCamera_4.jpg?v=1663522013,6,,,,,,,,,,,,,,,,,,,,,,
SK0000258-UK,,,,,,,,,,,,,,,,,,,,65.34,130.68,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/BresserHDPlanetaryCamera_1.jpg?v=1663522013,7,,,,,,,,,,,,,,,,,,,,,,
SK0000259-UK,ZWO ASI 533MM Pro - Mono,"<div>
<strong>ZWO ASI533MM Pro - powerful mono astro camera with the latest generation sensor. </strong><strong>This monochrome sensor with a diagonal of approx. 16 mm can be used on almost every telescope. Due to the square shape, it even allows the use of many larger telescopes without a corrector.</strong><br><br>A special feature of the ASI533MM Pro is the zero-amp glow circuit, which eliminates the amplifier glow that occurs with longer exposure times. This would brighten areas of the image at longer exposure times, particularly around the corners. The electronics are also designed to reduce the effect of external stray light, so you can take longer exposures under light-polluted skies.<br><br>One of the outstanding features of the ASI 533MM Pro is its sensational light sensitivity. The QE of 80% thanks to back illumination technology along with the very low amplifier glow make this camera very suitable for all astronomical applications, but especially for deep-sky astrophotography.<br><br><strong>Advantages and features of the ASI 533MM Pro camera:</strong><br>
<ul>
<li>USB 3.0 for fast download - can also be used with USB 2.0</li>
<li>DDR3 memory buffer for stable data transfer with USB2.0 - This minimizes amplifier glow</li>
<li>Powerful Peltier cooling up to 35°C below ambient conditions</li>
<li>One of Sony´s most light-sensitive CMOS sensors</li>
<li>High resolution by 3.76 µm pixels - ideal for fast and sharp telescopes like APO's, Hyperstar, Celestron Faststar, Newtonian telescopes etc.</li>
<li>Supplied with AR clear glass filter - full transmission also in infrared. If the IR is to be blocked, an IR cut filter is required.</li>
<li>Distance T2 connection thread (female thread) to camera sensor: 17.5 mm</li>
<li>Distance front surface to sensor (using male thread): only 6.5 mm</li>
<li>High sensitivity - QE over 80% - ideal astronomy camera for low-light objects</li>
<li>14-bit ADC. Similar depth to CCD cameras, but with a much higher sensitivity.</li>
</ul>
<em>Application areas of the camera:</em><br><br><strong>Deep-sky images (nebulae and galaxies):</strong> <br>Due to the high sensitivity, nebulae and galaxies are imaged after only a few seconds. The camera can be cooled up to 35°C below ambient temperature. By raising the Gain level (comparable to the ISO setting for digital SLR cameras), you can reduce exposure times to less than 30 seconds. Effects caused by air turbulence or inaccuracies in tracking are therefore dramatically reduced.<br><br><strong>Lunar and planetary images:</strong> <br>Extremely short exposure times due to high sensitivity freeze the air turbulence. Due to the high resolution of the sensor, many details can be imaged even with a shorter telescope focal length. Video 'Lucky Imaging' astrophotography is also possible.<br><br><strong>Back illumination technology:</strong><br>Sony's back-illuminated CMOS image sensor improves sensitivity and noise reduction, which are the key factors to enhancing image quality. This retains the advantages of traditional CMOS image sensors such as low power consumption and high-speed operation.<br><br>This allows significantly shorter exposure times and leads to an improved quantum efficiency of 80%.<br><br><strong>Zero amp glow:</strong><br>Traditional CMOS sensors produce a weak infrared light source during operation quite often seen in the corner of uncalibrated images as the tell tale signs of 'amp glow'. As the ASI533MM Pro uses zero amp glow circuitry, you won't have to worry about amp glow even when using high gain, long exposure imaging.<br><br><em>Important: external power supply required!</em><br>Please notice that all ZWO cameras with a cooler need to be connected to an external 11-15 V power supply to work. Even when the cooler is not being used the power supply must be used for the camera to operate.<br><br>Good storage is an important factor in the prevention against dew and also extends the life span of the camera. Always ensure your camera is stored in a cool dry place and any excess moisture from dew or frost is removed.<br><br><strong>Features:</strong>
</div>
<div>
<ul>
<li>Sensor: Sony Mono IMX533 square back-illuminated CMOS</li>
<li>Sensor size: 11.31mm x 11.31mm - 15.97mm diagonal</li>
<li>Pixel size: 3.76 µm</li>
<li>Pixel number: 9 megapixels, 3008x3008</li>
<li>ADC: 14 bit</li>
<li>Cooling: Powerful Peltier cooling</li>
<li>Full well: 50ke</li>
<li>Readout noise: 1.0 to 3.8e</li>
<li>Sensitivity: Peak 80% QE</li>
<li>Frame rate at maximum resolution: approx. 20fps (approx. 54fps at Full HD)</li>
<li>Power consumption: 12V, 3A</li>
<li>Telescope connection: M42x0.75 female thread</li>
<li>Protection glass: D32-2-AR protection glass with full IR transmission</li>
<li>Working distance from female thread to sensor: 17.5mm</li>
<li>Height of the thread adapter ring: 11mm</li>
<li>Working distance from front surface to sensor: 6.5mm</li>
<li>Diameter: 78mm</li>
<li>Weight: 470 g</li>
</ul>
</div>
<div><em>Whats included:</em></div>
<div>
<ol>
<li>Camera with 11mm high thread adapter<br>
</li>
<li>1.25"" connector<br>
</li>
<li>USB 2.0 cable (0.5 meter)<br>
</li>
<li>USB 3.0 cable (2 meters)<br>
</li>
<li>T2 M48 adapter - length 16.5mm<br>
</li>
<li>T2 extension - length 21mm<br>
</li>
<li>Adapter from M48 to T2 without effective length<br>
</li>
<li>Adapter T2 to 1.25"" filter thread without effective length (for example for filters<br>
</li>
<li>4x spacer rings</li>
</ol>
</div>
<p>Download the latest Camera Driver from ZWO <a href=""https://astronomy-imaging-camera.com/software-drivers"" target=""_blank"">here</a></p>",,, Astrophotography Cameras ,,TRUE,,,,,,,,,,,,,169.99,1619.69,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/ASI533MCP_4_67451e78-3b41-4cf1-be2c-7f352f4d0169.jpg?v=1664785321,1,,,,,,,,,,,,,,,,,,,,,, Astrophotography Cameras 
SK0000259-UK,,,,,,,,,,,,,,,,,,,,169.99,1619.69,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/ASI533MCP_5_4874d867-1da3-46bf-83fa-f79028eb6cf9.jpg?v=1664785321,2,,,,,,,,,,,,,,,,,,,,,,
SK0000259-UK,,,,,,,,,,,,,,,,,,,,169.99,1619.69,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/ZWO-ASI-533MM_4.jpg?v=1664785824,3,,,,,,,,,,,,,,,,,,,,,,
SK0000259-UK,,,,,,,,,,,,,,,,,,,,169.99,1619.69,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/ZWO-ASI-533MM_2.jpg?v=1664785824,4,,,,,,,,,,,,,,,,,,,,,,
SK0000259-UK,,,,,,,,,,,,,,,,,,,,169.99,1619.69,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/ZWO-ASI-533MM_3.jpg?v=1664785824,5,,,,,,,,,,,,,,,,,,,,,,
SK0000259-UK,,,,,,,,,,,,,,,,,,,,169.99,1619.69,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/ZWO-ASI-533MM_5.jpg?v=1664785824,6,,,,,,,,,,,,,,,,,,,,,,
SK0000259-UK,,,,,,,,,,,,,,,,,,,,169.99,1619.69,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/ZWO-ASI-533MM_1.jpg?v=1664785824,7,,,,,,,,,,,,,,,,,,,,,,
SK0000260-UK,ZWO ASI 183MC Pro - Colour,"<div><strong>The ZWO ASI183MC uses the modern Sony Exmor R BSI IMX183 color sensor and contains around 20 million pixels. Due to the pixel size of only 2.4 µm, the resolution of this camera is sensational. </strong></div>
<div></div>
<div>One of the outstanding features of the ASI183 is the sensational light sensitivity. It has a QE of 84%, due to the Back Illumination technology, and the very low amplifier glow make the camera very well suited for all astronomical applications, but above all for deep-sky astrophotography.<br><br>This ""single shot"" color camera offers several advantages compared with monochrome cameras. Many imagers prefer not to follow through the laborious L-RGB technique for beautiful colored nebula or planetary images. Color cameras offer a the chance to obtain beautiful images in fewer sessions and without having to constantly change filters. Compared to a standard DSLR camera, the ASI183MC offers much higher light sensitivity, a smoother image and much more depth.<br><br><em>Additional Features:</em><br>
<ul>
<li style=""font-style: italic;"">USB 3.0 for quick download - can also be used with USB 2.0</li>
<li style=""font-style: italic;"">DDR3 memory buffer to help improve data transfer reliability. Additionally, the use of a memory buffer minimizes amp-glow, which is caused by the slow transfer speeds when the camera is used with a USB 2.0 port.</li>
<li style=""font-style: italic;"">Powerful Peltier cooling up to 45°C below ambient.</li>
<li style=""font-style: italic;"">One of the most light-sensitive CMOS sensors from Sony with 15.9mm diagonal and 20 megapixels</li>
<li style=""font-style: italic;"">Extremely high resolution thanks to the 2.4µm pixels - ideal for fast and sharp telescopes like Apos, Hyperstar, Celestron Faststar, fast Newtonian telescopes etc.</li>
<li style=""font-style: italic;"">Comes with AR protect window - full transmission also in infrared. If IR should be blocked, an IR block filter is needed.</li>
<li style=""font-style: italic;"">Distance T2-thread (female) to camera sensor: 17.5mm</li>
<li style=""font-style: italic;"">High sensitivity - QE up to 84% - ideal astronomy camera for dim objects</li>
<li style=""font-style: italic;"">12 bit ADC</li>
</ul>
<strong>Application ranges of this camera:</strong><br><br>Deep sky images (nebulae and galaxies): Due to the high sensitivity, nebulae and galaxies are captured after only a few seconds. By cooling down the camera up to 45°C below ambient, the already low levels of noise can be further reduced. By increasing gain (like the ISO setting of DSLR cameras), you can also reduce exposure times to below 30 seconds if necessary<br><br>Solar, lunar and planetary images: Extremely short exposure times (due to high sensitivity) freeze the seeing. Through the high resolution of the sensor, many details can be reproduced even at shorter focal length. Video capture is also possible.<br><br><strong>Important: An external power supply is required!</strong><br>Please notice that all ZWO cameras with cooler need to be connected to an external 11-15 V power supply to work. Even when the cooler is not being used the power supply must be used for the camera to be reliably recognized by the software.<br><br><strong>Spec:</strong><br>
<ul>
<li>Sensor: 1″ CMOS IMX183CLK-J/CQJ-J</li>
<li>Resolution: 20.18 megapixels, 5496 x 3672</li>
<li>Pixel size: 2.4µm</li>
<li>Sensor diagonal: 13.2mm x 8.8mm, 15.9mm diagonal</li>
<li>Exposure time: 32µs to 2000s</li>
<li>Readout noise: 1.6 e- @30dB gain</li>
<li>Full well: 15 ke-</li>
<li>Quantum efficiency maximal: Approx. 84%</li>
<li>Frame rate: 19 FPS @maximum resolution</li>
<li>Cooling: Peltier cooling up to 45°C below ambient</li>
<li>Software requirements: USB3.0 and USB2.0</li>
<li>DDRIII Buffer: 256 MB</li>
<li>Bit rate: 12 bit output (12 bit ADC)</li>
<li>Telescope connection: T2, 2"" and 1.25""</li>
<li>Distance T2-thread (female) to sensor: 17.5mm (6.5mm without adapter)</li>
<li>Dimensions: 78 mm diameter and 86 mm length</li>
<li>Weight: 410g</li>
</ul>
<em>Whats included:</em><br>
<ol>
<li style=""font-style: italic;""><em>ASI Cooled Camera, with 11mm T2 Ring</em></li>
<li style=""font-style: italic;""><em>Camera bag</em></li>
<li style=""font-style: italic;""><em>USB 3.0 cable, 2m</em></li>
<li style=""font-style: italic;""><em>Quick Guide (English)</em></li>
<li style=""font-style: italic;""><em>T2 extension (21mm long)</em></li>
<li style=""font-style: italic;""><em>M48 to T2 adapter (16.5mm long)</em></li>
<li style=""font-style: italic;""><em>Adapter from T2 to 1.25"" socket with filter thread</em></li>
<li style=""font-style: italic;""><em>Dust cap 1.25""</em></li>
<li style=""font-style: italic;""><em>M42-M48 adapter (without optical path)</em></li>
<li style=""font-style: italic;""><em>2x USB 2.0 cable, 0.5m</em></li>
<li style=""font-style: italic;""><em>Flat adapter T2 to 1.25"" thread (without optical path)</em></li>
<li style=""font-style: italic;""><em>4x spacer rings</em></li>
</ol>
</div>
<p>Download the latest Camera Driver from ZWO <a href=""https://astronomy-imaging-camera.com/software-drivers"" target=""_blank"">here</a></p>",,, Astrophotography Cameras ,,TRUE,,,,,,,,,,,,,169.99,1169.95,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/ZWOASI183MCAstroCamera.jpg?v=1666708086,1,,,,,,,,,,,,,,,,,,,,,, Astrophotography Cameras 
SK0000260-UK,,,,,,,,,,,,,,,,,,,,169.99,1169.95,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/ZWO-ASI183MC-Astro-Camera_3.jpg?v=1666708086,2,,,,,,,,,,,,,,,,,,,,,,
SK0000260-UK,,,,,,,,,,,,,,,,,,,,169.99,1169.95,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/ZWO-ASI183MC-Astro-Camera_1.jpg?v=1666708086,3,,,,,,,,,,,,,,,,,,,,,,
SK0000260-UK,,,,,,,,,,,,,,,,,,,,169.99,1169.95,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/ZWO-ASI183MC-Astro-Camera_2.jpg?v=1666708086,4,,,,,,,,,,,,,,,,,,,,,,
SK0000260-UK,,,,,,,,,,,,,,,,,,,,169.99,1169.95,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/ZWO-ASI183MC-Astro-Camera_5.jpg?v=1666708081,5,,,,,,,,,,,,,,,,,,,,,,
SK0000260-UK,,,,,,,,,,,,,,,,,,,,169.99,1169.95,,,,https://cdn.shopify.com/s/files/1/0596/1924/6275/products/ZWO-ASI183MC-Astro-Camera_6.jpg?v=1666708081,6,,,,,,,,,,,,,,,,,,,,,,
